 🇹🇼臺灣電視,#genre#   
魚玄機【粵語中字】CD1,https://vod1.vodyutu.com/20220906/ckScGz4y/index.m3u8
魚玄機【粵語中字】CD2,https://vod1.vodyutu.com/20220906/5naWEv5g/index.m3u8
武則天外傳【國語中字】EP03,https://vod1.vodyutu.com/20220906/edGwqxOR/index.m3u8
壞男人【國語無字】,https://vod1.vodyutu.com/20220906/OnBFh0am/index.m3u8
武則天外傳【國語中字】EP07,https://vod1.vodyutu.com/20220906/3Tfx0OTT/index.m3u8
濃情女人香【國粵語無字】,https://vod1.vodyutu.com/20220906/XGpU2RuA/index.m3u8
千禧金瓶梅二【國語無字】EP07,https://vod1.vodyutu.com/20220906/y5Z7vdrV/index.m3u8
三奸【國語中字】CD1,https://vod1.vodyutu.com/20220906/wI0KIMQZ/index.m3u8
武則天外傳【國語中字】EP02,https://vod1.vodyutu.com/20220906/qZplaCFg/index.m3u8
至尊殺手【國粵語中字】CD1,https://vod1.vodyutu.com/20220906/cd8FAARI/index.m3u8
螺女挑情【國語無字】,https://vod1.vodyutu.com/20220906/tamaHCnR/index.m3u8
武則天外傳【國語中字】EP01,https://vod1.vodyutu.com/20220906/KcI8v4MB/index.m3u8
千禧金瓶梅二【國語無字】EP02,https://vod1.vodyutu.com/20220906/BN5aTzqh/index.m3u8
玉蒲團之玉女心經【國語中字】,https://vod1.vodyutu.com/20220906/QL9q6nH2/index.m3u8
靈幻新娘【國語中字】CD1,https://vod1.vodyutu.com/20220906/HfucQcxp/index.m3u8
師生畸戀【粵語無字】,https://vod1.vodyutu.com/20220906/9beidA2A/index.m3u8
千禧金瓶梅二【國語無字】EP05,https://vod1.vodyutu.com/20220906/LydYYsnN/index.m3u8
蓬萊仙山之花樣年華【無語無字】EP09,https://vod1.vodyutu.com/20220906/dtNfy8z3/index.m3u8
激情艷女【國語中字】CD1,https://vod1.vodyutu.com/20220906/3e2YvrGu/index.m3u8
千禧金瓶梅二【國語無字】EP08,https://vod1.vodyutu.com/20220906/1rq6OikY/index.m3u8
武則天外傳【國語中字】EP08,https://vod1.vodyutu.com/20220906/0XjUs6LV/index.m3u8
魚玄機【粵語中字】CD3,https://vod1.vodyutu.com/20220906/4KyFWQJz/index.m3u8
黑色午夜【國粵語中字】CD1,https://vod1.vodyutu.com/20220906/QRrp1agG/index.m3u8
千禧金瓶梅二【國語無字】EP09,https://vod1.vodyutu.com/20220906/Z0juI7f7/index.m3u8
金枝玉葉之睡在下流社會的日子【國粵語中字】CD1,https://vod1.vodyutu.com/20220906/YOLXorHY/index.m3u8
海島驚艷【粵語中字】,https://vod1.vodyutu.com/20220906/pGKEVR1G/index.m3u8
眉開眼笑【無語無字】EP09,https://vod1.vodyutu.com/20220906/UEyC0YEe/index.m3u8
千真萬雀【無語無字】EP05,https://vod1.vodyutu.com/20220906/Y3o5Nsid/index.m3u8
眉開眼笑【無語無字】EP05,https://vod1.vodyutu.com/20220906/S9HbIF5r/index.m3u8
千真萬雀【無語無字】EP04,https://vod1.vodyutu.com/20220906/Jj3u3YV4/index.m3u8
絕色網吧【粵語中英字】CD2,https://vod1.vodyutu.com/20220906/O3BsoHIe/index.m3u8
蓬萊仙山之花樣年華【無語無字】EP10,https://vod1.vodyutu.com/20220906/hMjVkJj7/index.m3u8
淫號鐵達尼【粵語無字】,https://vod1.vodyutu.com/20220906/gmMFuYE7/index.m3u8
眉開眼笑【無語無字】EP03,https://vod1.vodyutu.com/20220906/UuVNyXjy/index.m3u8
武則天外傳【國語中字】EP06,https://vod1.vodyutu.com/20220906/s36gnhE3/index.m3u8
唐朝禁宮風月【國語中字】CD1,https://vod1.vodyutu.com/20220906/jm7CpxXW/index.m3u8
在家舞男【國語中字】CD1,https://vod1.vodyutu.com/20220906/xWNxIPny/index.m3u8
千禧金瓶梅二【國語無字】EP04,https://vod1.vodyutu.com/20220906/L3U8nvaY/index.m3u8
整容【國粵語中字】,https://vod1.vodyutu.com/20220906/QhgBqZ7U/index.m3u8
好色妖姬楊貴妃【國語中字】,https://vod1.vodyutu.com/20220906/BBCym1cU/index.m3u8
欲火狂蜜【粵語中字】,https://vod1.vodyutu.com/20220906/azMpHIDZ/index.m3u8
太太的情人【粵語泰字】CD2,https://vod1.vodyutu.com/20220906/3PAbVhiy/index.m3u8
眉目傳情【無語無字】EP05,https://vod1.vodyutu.com/20220906/HoKdBwNs/index.m3u8
眉目傳情【無語無字】EP03,https://vod1.vodyutu.com/20220906/hwbn9SxS/index.m3u8
眉目傳情【無語無字】EP11,https://vod1.vodyutu.com/20220906/GhTGPm7s/index.m3u8
眉目傳情【無語無字】EP07,https://vod1.vodyutu.com/20220906/ajNJF1TI/index.m3u8
眉目傳情【無語無字】EP08,https://vod1.vodyutu.com/20220906/AajYRTtc/index.m3u8
眉目傳情【無語無字】EP01,https://vod1.vodyutu.com/20220906/XFqCxyN1/index.m3u8
眉目傳情【無語無字】EP02,https://vod1.vodyutu.com/20220906/ooFfby1U/index.m3u8
眉目傳情【無語無字】EP09,https://vod1.vodyutu.com/20220906/L3qyZdHi/index.m3u8
眉目傳情【無語無字】EP04,https://vod1.vodyutu.com/20220906/GevgIz97/index.m3u8
眉目傳情【無語無字】EP06,https://vod1.vodyutu.com/20220906/O289pnDi/index.m3u8
夜挑情【國粵語中字】CD2,https://vod1.vodyutu.com/20220906/2UZ6LRss/index.m3u8
眉目傳情【無語無字】EP10,https://vod1.vodyutu.com/20220906/5cFXk5vB/index.m3u8
不是紅杏也出墻【國語無字】CD2,https://vod1.vodyutu.com/20220906/iMbh0zHj/index.m3u8
酒天鬼童【英語無字】,https://vod1.vodyutu.com/20220906/SREgZWVd/index.m3u8
午夜情人【國粵語中字】CD2,https://vod1.vodyutu.com/20220906/7KiC7yDa/index.m3u8
青春夢裏人【國粵語無字】,https://vod1.vodyutu.com/20220906/vKvcTbQp/index.m3u8
西施【國語中字】EP01,https://vod1.vodyutu.com/20220906/UKT8NpVk/index.m3u8
千真萬雀【無語無字】EP09,https://vod1.vodyutu.com/20220906/akRmrJgY/index.m3u8
超級床上人之喜怒哀樂【國語中字】,https://vod1.vodyutu.com/20220906/RsBZkyqT/index.m3u8
千真萬雀【無語無字】EP07,https://vod1.vodyutu.com/20220906/ucTOiQ5b/index.m3u8
黑街舞男【粵語中字】CD2,https://vod1.vodyutu.com/20220906/KIGbvg3S/index.m3u8
西施【國語中字】EP02,https://vod1.vodyutu.com/20220906/TlO74qYL/index.m3u8
明日之星【無語無字】EP11,https://vod1.vodyutu.com/20220906/1Sy0ZSPu/index.m3u8
郎心如鐵【粵語中字】,https://vod1.vodyutu.com/20220906/M15pr7w2/index.m3u8
西施【國語中字】EP04,https://vod1.vodyutu.com/20220906/Pl2uvpRt/index.m3u8
香港奸殺奇案【粵語中英字】CD2,https://vod1.vodyutu.com/20220906/DmfbDONT/index.m3u8
夜銷魂完整版【國語無字】,https://vod1.vodyutu.com/20220906/27s3oENb/index.m3u8
千真萬雀【無語無字】EP08,https://vod1.vodyutu.com/20220906/Zn5hf2YZ/index.m3u8
雞年大奸情【粵語中字】,https://vod1.vodyutu.com/20220906/eeygZdfx/index.m3u8
獨自去偷歡【國粵語無字】CD2,https://vod1.vodyutu.com/20220906/HQrTqD2Y/index.m3u8
眉開眼笑【無語無字】EP07,https://vod1.vodyutu.com/20220906/O52ovRzl/index.m3u8
千真萬雀【無語無字】EP11,https://vod1.vodyutu.com/20220906/szVhgfNm/index.m3u8
眉開眼笑【無語無字】EP02,https://vod1.vodyutu.com/20220906/6dCribwX/index.m3u8
偷試隔牆花【國粵語中字】CD1,https://vod1.vodyutu.com/20220906/L2cND6Vp/index.m3u8
淑女出招【國語中字】CD1,https://vod1.vodyutu.com/20220906/jO3Xavx9/index.m3u8
新七擒七縱七色狼【國粵語無字】CD1,https://vod1.vodyutu.com/20220906/HqKwFLE7/index.m3u8
色欲中環【粵語中字】CD1,https://vod1.vodyutu.com/20220906/2Xla12JK/index.m3u8
殺姦O娘【粵語中字】CD1,https://vod1.vodyutu.com/20220906/YgitfVxT/index.m3u8
靈與肉【國語中字】CD2,https://vod1.vodyutu.com/20220906/RScFmelV/index.m3u8
蜜桃來偷歡【國粵語無字】CD2,https://vod1.vodyutu.com/20220906/DZPPs6Sn/index.m3u8
小心女人【國粵語中字】CD2,https://vod1.vodyutu.com/20220906/7hj2EANH/index.m3u8
猛鬼山墳【粵語中英字】CD1,https://vod1.vodyutu.com/20220906/tYwaP4es/index.m3u8
多情一屋【國語中字】CD2,https://vod1.vodyutu.com/20220906/LvBfHJiM/index.m3u8
東方之珠的風流家族【國語中字】CD2,https://vod1.vodyutu.com/20220906/PUcKE4Fx/index.m3u8
靈與肉【國語中字】CD1,https://vod1.vodyutu.com/20220906/cCZZ7mIS/index.m3u8
鴨之一族【粵語中字】,https://vod1.vodyutu.com/20220906/fKBl6JPr/index.m3u8
93夜之女【粵語中英字】CD1,https://vod1.vodyutu.com/20220906/VCTsjKWK/index.m3u8
猛鬼山墳【粵語中英字】CD2,https://vod1.vodyutu.com/20220906/38RCDcPF/index.m3u8
溶屍奇案【國粵語中字】CD2,https://vod1.vodyutu.com/20220906/sUzgCxAf/index.m3u8
旺角半熟少女【國粵語無字】CD2,https://vod1.vodyutu.com/20220906/SFeSzynI/index.m3u8
製服的挑逗【國粵語中字】,https://vod1.vodyutu.com/20220906/9VRueLoC/index.m3u8
93夜之女【粵語中英字】CD2,https://vod1.vodyutu.com/20220906/l9at0GIL/index.m3u8
大鹹濕【粵語中字】,https://vod1.vodyutu.com/20220906/j7NtAQod/index.m3u8
夏日狂情【粵語中字】CD1,https://vod1.vodyutu.com/20220906/bY0WxCMh/index.m3u8
太太的情人【粵語泰字】CD1,https://vod1.vodyutu.com/20220906/I5Mp6A5f/index.m3u8
夏日狂情【粵語中字】CD2,https://vod1.vodyutu.com/20220906/mEySBnL8/index.m3u8
現代靚妹仔【國粵語中字】CD2,https://vod1.vodyutu.com/20220906/A4uphq63/index.m3u8
閹夫【粵語中字】CD2,https://vod1.vodyutu.com/20220906/5gHClLQD/index.m3u8
兼職女郎【國語中英字】CD2,https://vod1.vodyutu.com/20220906/VLUvepYS/index.m3u8
夠格女郎【粵語無字】,https://vod1.vodyutu.com/20220906/yVw3xw2L/index.m3u8
不是紅杏也出墻【國語無字】CD1,https://vod1.vodyutu.com/20220906/bjpQiGkB/index.m3u8
毒咒【國語中字】,https://vod1.vodyutu.com/20220906/YyxeHmWQ/index.m3u8
清宮性史之重振皇風【國語無字】,https://vod1.vodyutu.com/20220906/jubBAUCg/index.m3u8
色慾追魂【國語無字】CD2,https://vod1.vodyutu.com/20220906/V1DDlieE/index.m3u8
新七擒七縱七色狼【國粵語無字】CD2,https://vod1.vodyutu.com/20220906/w8X2pgcf/index.m3u8
最真【無語無字】,https://vod1.vodyutu.com/20220906/zV32kgnf/index.m3u8
俾鬼玩【國語無字】,https://vod1.vodyutu.com/20220906/4OfmcZBG/index.m3u8
猛鬼迫人【粵語中英文】CD2,https://vod1.vodyutu.com/20220906/J1oBOhWy/index.m3u8
色欲中環【粵語中字】CD2,https://vod1.vodyutu.com/20220906/k5bpx5gX/index.m3u8
馬殺雞【國粵語無字】,https://vod1.vodyutu.com/20220906/BRpkrbbH/index.m3u8
大八卦【國粵語中字】CD2,https://vod1.vodyutu.com/20220906/oKfccM2H/index.m3u8
驚天桃色劫【粵語中英字】CD2,https://vod1.vodyutu.com/20220906/4ccU6x3o/index.m3u8
鱷降【粵語無字】,https://vod1.vodyutu.com/20220906/dPAfHapw/index.m3u8
初夜洞房檔案【國粵語中英字】CD2,https://vod1.vodyutu.com/20220906/xxBae7oO/index.m3u8
心花怒放【無語無字】EP02,https://vod1.vodyutu.com/20220906/Jsz6SL7V/index.m3u8
舢舨92【粵語中字】,https://vod1.vodyutu.com/20220906/6lUkzjNH/index.m3u8
香港客遊曼谷【國語中字】CD1,https://vod1.vodyutu.com/20220906/7DqCIqCh/index.m3u8
黑街舞男【粵語中字】CD1,https://vod1.vodyutu.com/20220906/avMjPE7p/index.m3u8
心花怒放【無語無字】EP06,https://vod1.vodyutu.com/20220906/nvyUrhNv/index.m3u8
心花怒放【無語無字】EP04,https://vod1.vodyutu.com/20220906/1YRqBIqy/index.m3u8
夜挑情【國粵語中字】CD1,https://vod1.vodyutu.com/20220906/CwfTTaV6/index.m3u8
心花怒放【無語無字】EP01,https://vod1.vodyutu.com/20220906/mRzLkJXq/index.m3u8
省港流鶯【粵語中字】,https://vod1.vodyutu.com/20220906/JnuF6j61/index.m3u8
獨自去偷歡【國粵語無字】CD1,https://vod1.vodyutu.com/20220906/eGOtlk6t/index.m3u8
心花怒放【無語無字】EP12,https://vod1.vodyutu.com/20220906/1VGN191F/index.m3u8
蓬萊仙山之江山美人【無語無字】EP007-08,https://vod1.vodyutu.com/20220906/q5T2K0G4/index.m3u8
慾海花【粵語中字】,https://vod1.vodyutu.com/20220906/ji10J4k2/index.m3u8
心花怒放【無語無字】EP08,https://vod1.vodyutu.com/20220906/KdRHIeJN/index.m3u8
蓬萊仙山之江山美人【無語無字】EP01-02,https://vod1.vodyutu.com/20220906/HqakmGQL/index.m3u8
現代靚妹仔【國粵語中字】CD1,https://vod1.vodyutu.com/20220906/HhaJTePZ/index.m3u8
蓬萊仙山之江山美人【無語無字】EP09-10,https://vod1.vodyutu.com/20220906/FWQ7XVxy/index.m3u8
大八卦【國粵語中字】CD1,https://vod1.vodyutu.com/20220906/dKDG2Smd/index.m3u8
蓬萊仙山之江山美人【無語無字】EP03-04,https://vod1.vodyutu.com/20220906/wJl68r9z/index.m3u8
蓬萊仙山之江山美人【無語無字】EP05-06,https://vod1.vodyutu.com/20220906/rMNuaS4S/index.m3u8
驚天桃色劫【粵語中英字】CD1,https://vod1.vodyutu.com/20220906/JQ6QQe4I/index.m3u8
午夜情人【國粵語中字】CD1,https://vod1.vodyutu.com/20220906/DeAyJZUo/index.m3u8
絕色網吧【粵語中英字】CD1,https://vod1.vodyutu.com/20220906/tgC5XqfU/index.m3u8
蜜桃來偷歡【國粵語無字】CD1,https://vod1.vodyutu.com/20220906/mwSH9LMZ/index.m3u8
溶屍奇案【國粵語中字】CD1,https://vod1.vodyutu.com/20220906/wK5FbItT/index.m3u8
中港儷人【國粵語中字】,https://vod1.vodyutu.com/20220906/SHR3Odns/index.m3u8
閹夫【粵語中字】CD1,https://vod1.vodyutu.com/20220906/Y2tKns6p/index.m3u8
街坊差人【國粵語中字】CD1,https://vod1.vodyutu.com/20220906/UhyW7E9t/index.m3u8
孽戀【粵語無字】,https://vod1.vodyutu.com/20220906/yvGH6ilC/index.m3u8
東方之珠的風流家族【國語中字】CD1,https://vod1.vodyutu.com/20220906/2j304Ol9/index.m3u8
野性任務【國粵語中字】CD1,https://vod1.vodyutu.com/20220906/QfTuHB5l/index.m3u8
現代情慾篇之換妻檔案【國粵語中字】,https://vod1.vodyutu.com/20220906/ZYDlKrOh/index.m3u8
蜜桃成熟時1997【粵語中字】,https://vod1.vodyutu.com/20220906/ZMjs65iy/index.m3u8
性氣功之探秘【粵語中字】,https://vod1.vodyutu.com/20220906/nYckynr9/index.m3u8
旺角半熟少女【國粵語無字】CD1,https://vod1.vodyutu.com/20220906/JZ4YgNNr/index.m3u8
初夜洞房檔案【國粵語中英字】CD1,https://vod1.vodyutu.com/20220906/aWRfTjeC/index.m3u8
多情一屋【國語中字】CD1,https://vod1.vodyutu.com/20220906/6zmcR8Fr/index.m3u8
兼職女郎【國語中英字】CD1,https://vod1.vodyutu.com/20220906/iLpM1dcT/index.m3u8
野性任務【國粵語中字】CD2,https://vod1.vodyutu.com/20220906/xDysEukG/index.m3u8
小心女人【國粵語中字】CD1,https://vod1.vodyutu.com/20220906/nA8BlCyT/index.m3u8
色慾追魂【國語無字】CD1,https://vod1.vodyutu.com/20220906/zusv7gfI/index.m3u8
怨婦·淫娃·瘋殺手【粵語無字】,https://vod1.vodyutu.com/20220906/uKxStizV/index.m3u8
愛奴【國語無字】,https://vod1.vodyutu.com/20220906/VDKs1okU/index.m3u8
96超級床上接班人【國語中字】,https://vod1.vodyutu.com/20220906/JIFwJreK/index.m3u8
清宮性史之神醫妙藥【國語無字】,https://vod1.vodyutu.com/20220906/fYIH5gM8/index.m3u8
女人面面觀【國語無字】,https://vod1.vodyutu.com/20220906/jmQvhDYr/index.m3u8
竹夫人【粵語中字】,https://vod1.vodyutu.com/20220906/alFaFq9G/index.m3u8
唐朝豪放女【國語中字】,https://vod1.vodyutu.com/20220906/gV4LOh15/index.m3u8
愛奴新傳【國語無字】,https://vod1.vodyutu.com/20220906/LJauaeSF/index.m3u8
初哥·初女·初夜情【國語無字】,https://vod1.vodyutu.com/20220906/565F5uZ5/index.m3u8
毒女【國語無字】,https://vod1.vodyutu.com/20220906/LP3LP3Uz/index.m3u8
欲焰狂流【國語無字】,https://vod1.vodyutu.com/20220906/DryczdCY/index.m3u8
風花雪月【國語無字】,https://vod1.vodyutu.com/20220906/aBbKPZSB/index.m3u8
黑太陽731之殺人工廠【國語中字】,https://vod1.vodyutu.com/20220906/GRb2hHbL/index.m3u8
面具【國語無字】,https://vod1.vodyutu.com/20220906/04wW0ibC/index.m3u8
香港性暴力擋案之燃點虐癮【粵語中字】,https://vod1.vodyutu.com/20220906/zoQn2Hyo/index.m3u8
弱殺【國語無字】,https://vod1.vodyutu.com/20220906/ZYPCmRch/index.m3u8
擋不住的風情【國語中字】,https://vod1.vodyutu.com/20220906/j32jCKQw/index.m3u8
痛愛【粵語無字】,https://vod1.vodyutu.com/20220906/R1Nabq0V/index.m3u8
重案實錄之水箱藏屍【國粵語無字】,https://vod1.vodyutu.com/20220906/jCMI0OEx/index.m3u8
絕種賤男之愛在三級的日子【國粵語中字】,https://vod1.vodyutu.com/20220906/WseEDgb0/index.m3u8
南洋十大邪術【粵語中字】,https://vod1.vodyutu.com/20220906/tHPNA1hG/index.m3u8
貂女【國語無字】,https://vod1.vodyutu.com/20220906/aiag9qTY/index.m3u8
血戀【無語無字】,https://vod1.vodyutu.com/20220906/tgM2KjUo/index.m3u8
絕種賤男之小男人小週記【國粵語中字】,https://vod1.vodyutu.com/20220906/9lLTUOmj/index.m3u8
拈花惹草【國語中字】,https://vod1.vodyutu.com/20220906/W52Px6AC/index.m3u8
赤裸狂花【粵語中字】,https://vod1.vodyutu.com/20220906/2TxmxN3s/index.m3u8
影子纏身【國語中字】,https://vod1.vodyutu.com/20220906/OkdEFJ7v/index.m3u8
偶遇【粵語中字】,https://vod1.vodyutu.com/20220906/WAyeuOU0/index.m3u8
強姦4最後羔羊【粵語中字】,https://vod1.vodyutu.com/20220906/68YOqMi9/index.m3u8
金瓶風月【粵語無字】,https://vod1.vodyutu.com/20220906/kbF858t8/index.m3u8
悍婦崗【粵語中字】,https://vod1.vodyutu.com/20220906/xnuHCBOS/index.m3u8
獸性難馴【國語無字】,https://vod1.vodyutu.com/20220906/qv44sU7I/index.m3u8
新金瓶梅【粵語中字】,https://vod1.vodyutu.com/20220906/S3nDlngw/index.m3u8
色欲中環【粵語無字】,https://vod1.vodyutu.com/20220906/blmnYpou/index.m3u8
她的誘惑【國語中字】,https://vod1.vodyutu.com/20220906/RZdkjRpV/index.m3u8
欲魔【國語無字】,https://vod1.vodyutu.com/20220906/IN12VTWg/index.m3u8
早熟情人【粵語無字】CD4,https://vod1.vodyutu.com/20220906/QKmixSGa/index.m3u8
黑太陽731【國語中字】,https://vod1.vodyutu.com/20220906/HxBLLprn/index.m3u8
淫童【國語中字】,https://vod1.vodyutu.com/20220906/hIuTzBxE/index.m3u8
發電俏嬌娃【國語無字】,https://vod1.vodyutu.com/20220906/FMfbvwqH/index.m3u8
老泥妹【粵語中字】,https://vod1.vodyutu.com/20220906/AjnjAyEd/index.m3u8
夜半思乳時【國粵語無字】CD2,https://vod1.vodyutu.com/20220906/uZuVXl2a/index.m3u8
香港艾曼妞獸性培慾【國語無字】,https://vod1.vodyutu.com/20220906/zfZBrFWo/index.m3u8
清宮性史之後宮姦情【國語無字】,https://vod1.vodyutu.com/20220906/3bTP61JE/index.m3u8
極樂酷刑【粵語無字】,https://vod1.vodyutu.com/20220906/bqrnzTHD/index.m3u8
半妖乳娘【粵語中字】,https://vod1.vodyutu.com/20220906/4qNThkf5/index.m3u8
清宮性史之名妓風流【國語無字】,https://vod1.vodyutu.com/20220906/3x5ol2I5/index.m3u8
色慾檔案之應召貨【國語中字】,https://vod1.vodyutu.com/20220906/Sj90XaAc/index.m3u8
色慾檔案之性Salon【粵語中字】,https://vod1.vodyutu.com/20220906/v4DAPmJx/index.m3u8
換妻【國語中字】CD1,https://vod1.vodyutu.com/20220906/lDpTczJs/index.m3u8
雞年尋歡【國粵語無字】,https://vod1.vodyutu.com/20220906/CEKfID3j/index.m3u8
少女足球【國語無字】,https://vod1.vodyutu.com/20220906/PmP0iMyR/index.m3u8
心花怒放【無語無字】EP10,https://vod1.vodyutu.com/20220906/5IF88EJv/index.m3u8
心花怒放【無語無字】EP09,https://vod1.vodyutu.com/20220906/GtDnmpqR/index.m3u8
心花怒放【無語無字】EP05,https://vod1.vodyutu.com/20220906/cQ2cI4zx/index.m3u8
桃花扇【粵語中字】,https://vod1.vodyutu.com/20220906/rBPHdUlQ/index.m3u8
二奶村之殺夫【國語中字】,https://vod1.vodyutu.com/20220906/bM4Y0grf/index.m3u8
慈禧秘密生活【粵語中字】,https://vod1.vodyutu.com/20220906/kUDdyYOU/index.m3u8
金瓶梅之鴛鴦戲床【國語中英字】,https://vod1.vodyutu.com/20220906/8qz5t03k/index.m3u8
心花怒放【無語無字】EP11,https://vod1.vodyutu.com/20220906/wAy3t485/index.m3u8
蛇魔傳之蛇妖顯靈【國語無字】,https://vod1.vodyutu.com/20220906/B6OZkFur/index.m3u8
黑太陽731之南京大屠殺【國語中字】,https://vod1.vodyutu.com/20220906/lmJdwagv/index.m3u8
心花怒放【無語無字】EP07,https://vod1.vodyutu.com/20220906/6D9rOusV/index.m3u8
北地胭脂【國語無字】,https://vod1.vodyutu.com/20220906/bwtGVh8y/index.m3u8
引郎入室【國粵語中字】,https://vod1.vodyutu.com/20220906/Bv9hecCp/index.m3u8
催情功【國語中字】,https://vod1.vodyutu.com/20220906/AaC3eGq8/index.m3u8
迷魂黨【國粵語中英字】,https://vod1.vodyutu.com/20220906/WkfUbVPA/index.m3u8
吻狼之問題少女【粵語中字】,https://vod1.vodyutu.com/20220906/ErsAAZqz/index.m3u8
蓬萊仙山之江山美人【無語無字】EP11-12,https://vod1.vodyutu.com/20220906/zbs7Lgm7/index.m3u8
心花怒放【無語無字】EP03,https://vod1.vodyutu.com/20220906/Jjmreeqk/index.m3u8
殺姦O娘【粵語中字】CD2,https://vod1.vodyutu.com/20220906/xCa9DcgU/index.m3u8
猛鬼迫人【粵語中英文】CD1,https://vod1.vodyutu.com/20220906/7MowmJY4/index.m3u8
香港奸殺奇案【粵語中英字】CD1,https://vod1.vodyutu.com/20220906/ldvJI5GY/index.m3u8
街坊差人【國粵語中字】CD2,https://vod1.vodyutu.com/20220906/4SjjrRTy/index.m3u8
處女思春【國語中字】CD1,https://vod1.vodyutu.com/20220906/OyJBer74/index.m3u8
眉目傳情【無語無字】EP12,https://vod1.vodyutu.com/20220906/4npYU4d8/index.m3u8
換妻【國語中字】CD2,https://vod1.vodyutu.com/20220906/oT4DQlgk/index.m3u8
西施【國語中字】EP03,https://vod1.vodyutu.com/20220906/ynKuvi0O/index.m3u8
眉開眼笑【無語無字】EP12,https://vod1.vodyutu.com/20220906/qlDDimDu/index.m3u8
偷試隔牆花【國粵語中字】CD2,https://vod1.vodyutu.com/20220906/KZ631kKW/index.m3u8
明日之星【無語無字】EP05,https://vod1.vodyutu.com/20220906/ida6UlCL/index.m3u8
明日之星【無語無字】EP08,https://vod1.vodyutu.com/20220906/sNm2Ke9P/index.m3u8
嬌娃不設防之三度偷情【國粵語中字】CD1,https://vod1.vodyutu.com/20220906/sZFvyCIG/index.m3u8
蓬萊仙山之花樣年華【無語無字】EP02,https://vod1.vodyutu.com/20220906/LrzaOxZ1/index.m3u8
明日之星【無語無字】EP07,https://vod1.vodyutu.com/20220906/PjZPMBsX/index.m3u8
武則天外傳【國語中字】EP10,https://vod1.vodyutu.com/20220906/F8oxPOGO/index.m3u8
明日之星【無語無字】EP01,https://vod1.vodyutu.com/20220906/G14E3alW/index.m3u8
蓬萊仙山之花樣年華【無語無字】EP12,https://vod1.vodyutu.com/20220906/H8HAI9g7/index.m3u8
淑女出招【國語中字】CD2,https://vod1.vodyutu.com/20220906/HuwtyHUM/index.m3u8
武則天外傳【國語中字】EP04,https://vod1.vodyutu.com/20220906/zcLnLrrY/index.m3u8
嬌妻四艷鬼【國語中字】,https://vod1.vodyutu.com/20220906/4RxsURmC/index.m3u8
我不是賣春女【國語無字】,https://vod1.vodyutu.com/20220906/AcDJj01a/index.m3u8
廟街十三妹【國語無字】,https://vod1.vodyutu.com/20220906/jtG3bAyl/index.m3u8
烹夫【國粵語中字】,https://vod1.vodyutu.com/20220906/6d9ctnV5/index.m3u8
BIG波誘惑【國粵語中字】,https://vod1.vodyutu.com/20220906/NC79GvdM/index.m3u8
迷奸犯【國粵語中字】,https://vod1.vodyutu.com/20220906/NGyff67q/index.m3u8
魔唇劫【粵語中字】,https://vod1.vodyutu.com/20220906/taqlvikU/index.m3u8
鬼娘子【國語中字】,https://vod1.vodyutu.com/20220906/mXeafFR5/index.m3u8
蕩女癡男【國粵語中字】,https://vod1.vodyutu.com/20220906/yfjzWjG1/index.m3u8
獸性誘惑之赤裸性遊戲【國語無字】,https://vod1.vodyutu.com/20220906/JttMBg4t/index.m3u8
牛郎與妓女【國語中字】,https://vod1.vodyutu.com/20220906/cMOlVeDq/index.m3u8
鬼骨場【國粵語中英字】,https://vod1.vodyutu.com/20220906/jOWbSmjE/index.m3u8
風月寶鑒之家花自有香【國語中字】,https://vod1.vodyutu.com/20220906/nottGfFE/index.m3u8
二奶奪位【國語中字】,https://vod1.vodyutu.com/20220906/PQXgjZQ0/index.m3u8
風月寶鑒之淫亂英雄傳【國語中字】,https://vod1.vodyutu.com/20220906/zD2kWALv/index.m3u8
電腦危情【國粵語中字】,https://vod1.vodyutu.com/20220906/3ZISf1hK/index.m3u8
情不自禁之想入非非【國語中字】,https://vod1.vodyutu.com/20220906/9Yr1PSwG/index.m3u8
99雪在燒【國粵語中字】,https://vod1.vodyutu.com/20220906/nsolkVo5/index.m3u8
三分之一情人【國粵語中英文】,https://vod1.vodyutu.com/20220906/fbk8MP97/index.m3u8
血戀2【國粵語中字】,https://vod1.vodyutu.com/20220906/vTtXOZiJ/index.m3u8
香港奇案之強姦【國語中字】,https://vod1.vodyutu.com/20220906/gE9uTIfV/index.m3u8
強姦5製服誘惑2之地下法庭【國語無字】,https://vod1.vodyutu.com/20220906/6M1teG38/index.m3u8
聊齋之欲焰三娘子【國粵語中字】,https://vod1.vodyutu.com/20220906/mNxE0vC0/index.m3u8
齊天大性之大鬧女兒國【粵語中字】,https://vod1.vodyutu.com/20220906/VRKHL5Um/index.m3u8
倩女性花開【國語中字】,https://vod1.vodyutu.com/20220906/bNMYgzEH/index.m3u8
與蛇共舞【粵語中字】,https://vod1.vodyutu.com/20220906/jZtlvekQ/index.m3u8
金瓶梅之愛的奴隸【國語中字】,https://vod1.vodyutu.com/20220906/gZxz07I6/index.m3u8
罌粟【粵語中英字】,https://vod1.vodyutu.com/20220906/Oah2adWB/index.m3u8
少女潘金蓮【國語無字】,https://vod1.vodyutu.com/20220906/s5ue9IZB/index.m3u8
淫亂人間【國語無字】,https://vod1.vodyutu.com/20220906/je7FSaSR/index.m3u8
