Youtube,#genre#
NHKBS1,#https://stream01.willfonk.com/live_playlist.m3u8?cid=BS101&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHKBSP,#https://stream01.willfonk.com/live_playlist.m3u8?cid=BS103&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BS日テレ (720p Willfon),#https://stream01.willfonk.com/live_playlist.m3u8?cid=BS141&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BS朝日 (720p Willfon),#https://stream01.willfonk.com/live_playlist.m3u8?cid=BS151&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BS-TBS (720p Willfon),#https://stream01.willfonk.com/live_playlist.m3u8?cid=BS161&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BSテレ東 (720p Willfon),#https://stream01.willfonk.com/live_playlist.m3u8?cid=BS171&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BSフジ (720p Willfon),#https://stream01.willfonk.com/live_playlist.m3u8?cid=BS181&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK総合・東京,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS291&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK Eテレ・東京,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS292&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
日本テレビ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS294&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
テレビ朝日,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS295&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
TBSテレビ,#https://stream01.willfonk.com/live_playlist.m3u8?cid=BS296&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
テレビ東京,#https://stream01.willfonk.com/live_playlist.m3u8?cid=BS297&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
フジテレビ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS298&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
日テレNEWS24,#https://stream01.willfonk.com/live_playlist.m3u8?cid=CS349&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK,http://203.162.235.41:12091/
NHK World Japan,http://203.162.235.41:13092/
NHK (no watermark),http://203.162.235.41:14093/
Fuji TV,http://203.162.235.41:15094/
Nippon TV (thanks to @HimmelIIDX for the ID),http://203.162.235.41:16095/
TV Asahi,http://203.162.235.41:17097/
TBS,http://203.162.235.41:18097/
TV Tokyo,http://203.162.235.41:19098/
NHK BS1,http://203.162.235.41:20099/
BS Fuji TV,http://203.162.235.41:22101/
BS TV Tokyo,http://203.162.235.41:23102/
BS Nippon TV (right now BS Nippon TV Jewelry),http://203.162.235.41:24103/
NHK BS Premium (BSP),http://203.162.235.41:25104/
BS-TBS,http://203.162.235.41:26105/
WOWOW Prime,http://203.162.235.41:27106/
Golf Network,http://203.162.235.41:28107/
BS Asahi,http://203.162.235.41:29108/
NHK 2M1080,#http://203.162.235.41:16901
NHK World 720,#http://203.162.235.41:16902
NHK G 720,#http://203.162.235.41:16903
フジテレビ 720,#http://203.162.235.41:16904
越南 720,#http://203.162.235.41:16905
tv asahi 720,#http://203.162.235.41:16906
TBS 720,#http://203.162.235.41:16907
2M1080,#http://203.162.235.41:16908
NHK BS1 720,#http://203.162.235.41:16909
NHK BSP 720,#http://203.162.235.41:16910
WOWWOW プライム 720,#http://203.162.235.41:16916
Animax 720,#http://203.162.235.41:16924
BSフジ 720,http://203.162.235.41:22101
BSテレ東 720,http://203.162.235.41:23102
BS日テレ 720,http://203.162.235.41:24103
BS-TBS 720,http://203.162.235.41:26105
BS朝日 720,http://203.162.235.41:29108
BS朝日 720,#BS
NHK BS1,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs11&isp=10&bind=0&uin=159413&playseek=0
NHK BSプレミアム,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs01&isp=10&bind=0&uin=159413&playseek=0
BS日テレ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs02&isp=10&bind=0&uin=159413&playseek=0
BS朝日,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs03&isp=10&bind=0&uin=159413&playseek=0
BS-TBS,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs04&isp=10&bind=0&uin=159413&playseek=0
BSテレ東,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs05&isp=10&bind=0&uin=159413&playseek=0
BSフジ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs06&isp=10&bind=0&uin=159413&playseek=0
WOWOW プライム,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs12&isp=10&bind=0&uin=159413&playseek=0
WOWOW ライブ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs20&isp=10&bind=0&uin=159413&playseek=0
WOWOW シネマ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs07&isp=10&bind=0&uin=159413&playseek=0
スターチャンネル1,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs08&isp=10&bind=0&uin=159413&playseek=0
スターチャンネル2,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs27&isp=10&bind=0&uin=159413&playseek=0
スターチャンネル3,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs28&isp=10&bind=0&uin=159413&playseek=0
BSアニマックス,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs15&isp=10&bind=0&uin=159413&playseek=0
J Sports 1,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs18&isp=10&bind=0&uin=159413&playseek=0
J Sports 2,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs19&isp=10&bind=0&uin=159413&playseek=0
J Sports 3,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs21&isp=10&bind=0&uin=159413&playseek=0
J Sports 4,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs22&isp=10&bind=0&uin=159413&playseek=0
日本映画専門チャンネル,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs23&isp=10&bind=0&uin=159413&playseek=0
日本映画専門チャンネル,#SpecialTest
Chiba TV HD (Test),http://for-testonly.ra1n.lol/chibatv/index.m3u8
RCC HD (Test),#http://for-testonly.ra1n.lol/rcc/index.m3u8
BS11 HD (Test),http://for-testonly.ra1n.lol/bs11/index.m3u8
AT-X HD (Test),http://for-testonly.ra1n.lol/at-x/index.m3u8
日本24小时新闻台,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
bss sanin[1920x1080][7.0mb][geo-limited],https://epg.pw/stream/a29611cb89802fef158411abfbf010d2907208f94e190d05255ffd718aa6867e.m3u8
nhk g nagano[960x720][4.0mb][geo-limited],https://epg.pw/stream/2922c83768ce95590a1704e53507672e3b0c9df0d9ac5e95dc4b4ed832f3b83f.m3u8
nagoya tv[1920x1080][2.0mb][geo-limited],http://for-testonly.ra1n.lol/nagoyatv/index.m3u8
pokémon kids tv japanese[1920x1080][5.0mb][geo-limited],https://epg.pw/stream/401a93be34db663e711b167c3612fd1bf951a0b94ff4874aa2bd702c8e227790.m3u8
hbc hokkaido news 24[1920x1080][2.0mb][geo-limited],https://ythls.armelin.one/channel/UCCTpf5c_9HDo_OSu3aX8uFQ.m3u8
htb hokkaido news 24[1280x720][4.0mb][geo-limited],https://ythls.armelin.one/channel/UCSWOnDD1KIriGmyQ7SgNA4A.m3u8
kbc news[1920x1080][6.0mb][geo-limited],https://epg.pw/stream/c8ae662f796d9f2fb5847e3831ccec4a78847555ff85d26556646852d2356e22.m3u8
niigata news nst[1920x1080][12.0mb][geo-limited],https://epg.pw/stream/9f8a87ea92c066260bcfdfb132e96708bce98179221e057897cf66c771d977f4.m3u8
asahi shimbun digital[1920x1080][4.0mb][geo-limited],https://ythls.armelin.one/channel/UCMKvT0YVLufHMdGLH89J1oA.m3u8
rkb news 24[1920x1080][7.0mb][geo-limited],https://epg.pw/stream/61b07b4399a0e6243ebc34e17fc03ae4c963a7999c6146b519348425dbad71ff.m3u8
hokkaido news uhb[1920x1080][18.0mb][geo-limited],https://epg.pw/stream/ba2685996c70ba176df1a6b11be2861aecd9eed1b69f5438ac4ffbad4c893d6b.m3u8
satv news 24h[1920x1080][4.0mb][geo-limited],https://epg.pw/stream/a23b33cbf0da4f2e9599713d8357f052e65a4fed7388faeb3fa453a360134865.m3u8
tbs news[1280x720][7.0mb][geo-limited],https://ythls.armelin.one/channel/UC6AG81pAkf6Lbi_1VC5NmPA.m3u8
ytn2[1920x1080][3.0mb][geo-limited],https://epg.pw/stream/2e12b1aede57a256b48f9a9a0925e5a21237831fa114074ca9c91273305d2cd7.m3u8
sen tv[1280x720][4.0mb][geo-limited],https://epg.pw/stream/8f8d04fda086ca70c4c93e9dff34fdb2ac7e87ed672b69d1c2bd5c4a205ded61.m3u8
mbc every1[1920x1080][5.0mb][geo-limited],https://epg.pw/stream/301aef283a7a220e7ce6afa5be9dad198cb57dbb05214ab8fdd7a7a110e60c8a.m3u8
abc tv news[1920x1080][3.0mb][geo-limited],https://epg.pw/stream/bba6732527e498a5a513e263914fc2920922350744b3b217c35ae6943302a483.m3u8
NHK G,http://asia.vthanhtivi.pw/NHK_G/index.m3u8
NHK E,http://asia.vthanhtivi.pw/NHK_E/index.m3u8
NTV,http://asia.vthanhtivi.pw/Nippon_TV/index.m3u8
TBS,http://asia.vthanhtivi.pw/TBS/index.m3u8
Fuji TV,http://asia.vthanhtivi.pw/Fuji_TV/index.m3u8
TV Asahi,http://asia.vthanhtivi.pw/TV_Asahi/index.m3u8
TV Tokyo,http://asia.vthanhtivi.pw/TV_Tokyo/index.m3u8
TOKYO MX1,http://asia.vthanhtivi.pw/Tokyo_MX1/index.m3u8
BS11,http://asia.vthanhtivi.pw/BS11/index.m3u8
AT-X,http://asia.vthanhtivi.pw/AT-X/index.m3u8
MTV,http://asia.vthanhtivi.pw/MTV/index.m3u8
bs fuji tv[1280x720][2.0mb],https://epg.pw/stream/77b3b1459ffad670e3ca8da2314788e4042392db2fc79afaa6e086c031398037.ctv
nhk bs1@@2[1280x720][2.0mb],https://epg.pw/stream/e2b92fd929b922d75436b52ce86f27a397d51bea0acddcc0fc12c6eac19ee812.ctv
bs tbs@@2[1280x720][3.0mb],https://epg.pw/stream/c3e7a3a0c45bad898f6740828e92b94d576866522acad225bdc323955e652264.ctv
home 廣島HOME電視台[960x720][][geo-limited],http://for-testonly.ra1n.lol/home/index.m3u8
mbc@@2[1920x1080][3.0mb],http://123.254.72.24:1935/tvlive/livestream2/playlist.m3u8
mtv[1280x720][2.0mb][geo-limited],http://asia.vthanhtivi.pw/MTV/index.m3u8
song tv russia hd[1280x720][4.0mb][geo-limited],http://moobl.ru/hls/Song_tv_russia_hd.m3u8
song tv armenia hd[1280x720][4.0mb][geo-limited],http://moobl.ru/hls/Song_tv_armenia_hd.m3u8
mcm top[720x576][3.0mb][geo-limited],http://moobl.ru/hls/MCM_Top.m3u8
тнт music@@3[1024x576][4.0mb][geo-limited],http://moobl.ru/hls/TNT_Music.m3u8
club mtv europe[720x576][5.0mb],https://epg.pw/stream/586fb99713a4cc47e6ed8cbbcc2b1fb06f527046033f88eebb54e76fb5918377.ctv
mtv hits europe[720x576][4.0mb],https://epg.pw/stream/6862d4bce7b38a3a92f579851e48dd6cdfc48d2a76d60118aa04dd19e7310d58.ctv
mtv 90s[720x576][2.0mb],https://epg.pw/stream/364c7944b3f5e3f2194b3c013d8dfa60f367e6cb05191f926807c27eba5e5ab3.ctv





