台灣頻道,#genre#
靖洋戲劇台,http://49.213.157.177:50007/li-4gtv-4gtv045/index.m3u8
采昌影劇台,http://49.213.157.177:50007/li-4gtv-4gtv049/index.m3u8
靖天映畫,http://49.213.157.177:50007/li-4gtv-4gtv055/index.m3u8
靖天電影台,http://49.213.157.177:50007/li-4gtv-4gtv061/index.m3u8
影迷數位電影台,http://49.213.157.177:50007/li-4gtv-4gtv011/index.m3u8
amc電影台,http://49.213.157.177:50007/li-4gtv-4gtv017/index.m3u8
台灣戲劇HD,http://49.213.157.177:50007/li-litv-longturn22/index.m3u8
台灣戲劇HD,http://49.213.157.177:50007/litv-longturn22/index.m3u8
龍華洋片HD,http://49.213.157.177:50007/litv-longturn02/index.m3u8
龍華電影台,http://49.213.157.177:50007/litv-longturn03/index.m3u8
龍華日韓台,http://49.213.157.177:50007/litv-longturn11/index.m3u8
龍華偶像台,http://49.213.157.177:50007/litv-longturn12/index.m3u8
龍華戲劇台,http://49.213.157.177:50007/litv-longturn18/index.m3u8
龍華經典HD,http://49.213.157.177:50007/litv-longturn21/index.m3u8
音樂綜藝,#genre#
八大綜藝台,http://49.213.157.177:50007/4gtv-4gtv039/index.m3u8
TVBS精采台,http://49.213.157.177:50007/4gtv-4gtv067/index.m3u8
愛爾達娛樂台,http://49.213.157.177:50007/4gtv-4gtv070/index.m3u8
民視綜藝台,http://49.213.157.177:50007/4gtv-4gtv004/index.m3u8
豬哥亮歌廳秀,http://49.213.157.177:50007/4gtv-4gtv006/index.m3u8
TVBS歡樂台,http://49.213.157.177:50007/4gtv-4gtv068/index.m3u8
電影原聲台CMusic,http://49.213.157.177:50007/4gtv-live031/index.m3u8
TRACE Urban,http://49.213.157.177:50007/4gtv-4gtv082/index.m3u8
MTV Live HD 音樂頻道,http://49.213.157.177:50007/4gtv-live025/index.m3u8
Mezzo Live HD,http://49.213.157.177:50007/4gtv-4gtv083/index.m3u8
CLASSICA 古典樂,http://49.213.157.177:50007/4gtv-4gtv059/index.m3u8
八大精彩台,http://49.213.157.177:50007/4gtv-4gtv034/index.m3u8
TVBS綜藝台,http://49.213.157.177:50007/4gtv-live087/index.m3u8
八大綜藝台,http://49.213.157.177:50007/li-4gtv-4gtv039/index.m3u8
TVBS精采台,http://49.213.157.177:50007/li-4gtv-4gtv067/index.m3u8
愛爾達娛樂台,http://49.213.157.177:50007/li-4gtv-4gtv070/index.m3u8
民視綜藝台,http://49.213.157.177:50007/li-4gtv-4gtv004/index.m3u8
豬哥亮歌廳秀,http://49.213.157.177:50007/li-4gtv-4gtv006/index.m3u8
TVBS歡樂台,http://49.213.157.177:50007/li-4gtv-4gtv068/index.m3u8
TRACE Urban,http://49.213.157.177:50007/li-4gtv-4gtv082/index.m3u8
Mezzo Live HD,http://49.213.157.177:50007/li-4gtv-4gtv083/index.m3u8
CLASSICA 古典樂,http://49.213.157.177:50007/li-4gtv-4gtv059/index.m3u8
八大精彩台,http://49.213.157.177:50007/li-4gtv-4gtv034/index.m3u8
生活旅遊,#genre#
Global Trekker,http://49.213.157.177:50007/4gtv-live112/index.m3u8
Lifetime 娛樂頻道,http://49.213.157.177:50007/4gtv-live029/index.m3u8
INULTRA,http://49.213.157.177:50007/4gtv-live096/index.m3u8
Pet Club TV,http://49.213.157.177:50007/4gtv-live110/index.m3u8
民視旅遊台,http://49.213.157.177:50007/litv-ftv07/index.m3u8
滾動力rollor,http://49.213.157.177:50007/4gtv-live012/index.m3u8
亞洲旅遊台,http://49.213.157.177:50007/4gtv-4gtv076/index.m3u8
fun探索娛樂台,http://49.213.157.177:50007/4gtv-live011/index.m3u8
幸福空間居家台,http://49.213.157.177:50007/4gtv-live206/index.m3u8
Love Nature,http://49.213.157.177:50007/4gtv-live208/index.m3u8
愛爾達生活旅遊台,http://49.213.157.177:50007/4gtv-live120/index.m3u8
LUXE TV Channel,http://49.213.157.177:50007/4gtv-live121/index.m3u8
TV5MONDE STYLE HD 生活時尚,http://49.213.157.177:50007/4gtv-live122/index.m3u8
MagellanTV頻道 (麥哲倫頻道),http://49.213.157.177:50007/4gtv-live123/index.m3u8
民視旅遊台,http://49.213.157.177:50007/li-litv-ftv07/index.m3u8
亞洲旅遊台,http://49.213.157.177:50007/li-4gtv-4gtv076/index.m3u8
Smart知識台,http://49.213.157.177:50007/li-litv-longturn19/index.m3u8
亞洲旅遊台,http://49.213.157.177:50007/of-4gtv-4gtv076/index.m3u8
Smart知識台,http://49.213.157.177:50007/litv-longturn19/index.m3u8
兒童卡通,#genre#
LiveABC互動英語頻道,http://49.213.157.177:50007/4gtv-live030/index.m3u8
達文西頻道,http://49.213.157.177:50007/4gtv-4gtv018/index.m3u8
ELTV生活英語台,http://49.213.157.177:50007/litv-longturn20/index.m3u8
Nick Jr. 兒童頻道,http://49.213.157.177:50007/4gtv-live032/index.m3u8
Nickelodeon,http://49.213.157.177:50007/4gtv-live105/index.m3u8
DreamWorks 夢工廠動畫,http://49.213.157.177:50007/4gtv-live017/index.m3u8
靖天卡通台,http://49.213.157.177:50007/4gtv-4gtv044/index.m3u8
靖洋卡通Nice Bingo,http://49.213.157.177:50007/4gtv-4gtv057/index.m3u8
MOMO親子台,http://49.213.157.177:50007/4gtv-live107/index.m3u8
經典卡通台,http://49.213.157.177:50007/4gtv-live022/index.m3u8
精選動漫台,http://49.213.157.177:50007/4gtv-live024/index.m3u8
龍華卡通台,http://49.213.157.177:50007/li-litv-longturn01/index.m3u8
達文西頻道,http://49.213.157.177:50007/li-4gtv-4gtv018/index.m3u8
ELTV生活英語台,http://49.213.157.177:50007/li-litv-longturn20/index.m3u8
靖天卡通台,http://49.213.157.177:50007/li-4gtv-4gtv044/index.m3u8
靖洋卡通Nice Bingo,http://49.213.157.177:50007/li-4gtv-4gtv057/index.m3u8
ELTV生活英語台,http://49.213.157.177:50007/of-litv-longturn20/index.m3u8
龍華卡通台,http://49.213.157.177:50007/litv-longturn01/index.m3u8
新聞財經,#genre#
鏡電視新聞台,http://49.213.157.177:50007/4gtv-4gtv075/index.m3u8
東森新聞台,http://49.213.157.177:50007/4gtv-4gtv152/index.m3u8
華視新聞,http://49.213.157.177:50007/4gtv-4gtv052/index.m3u8
民視新聞台,http://49.213.157.177:50007/litv-ftv13/index.m3u8
三立新聞iNEWS,http://49.213.157.177:50007/4gtv-live089/index.m3u8
東森財經新聞台,http://49.213.157.177:50007/4gtv-4gtv153/index.m3u8
中視新聞台,http://49.213.157.177:50007/4gtv-4gtv074/index.m3u8
中天新聞台,http://49.213.157.177:50007/4gtv-4gtv009/index.m3u8
Bloomberg TV,http://49.213.157.177:50007/4gtv-live059/index.m3u8
寰宇新聞台,http://49.213.157.177:50007/litv-longturn14/index.m3u8
寰宇新聞台灣台,http://49.213.157.177:50007/4gtv-4gtv156/index.m3u8
SBN全球財經台,http://49.213.157.177:50007/4gtv-live060/index.m3u8
寰宇財經台,http://49.213.157.177:50007/4gtv-4gtv158/index.m3u8
FRANCE24 英文台,http://49.213.157.177:50007/4gtv-live146/index.m3u8
半島國際新聞台,http://49.213.157.177:50007/litv-ftv10/index.m3u8
VOA美國之音,http://49.213.157.177:50007/litv-ftv03/index.m3u8
CNBC Asia 財經台,http://49.213.157.177:50007/4gtv-live130/index.m3u8
DW德國之聲,http://49.213.157.177:50007/4gtv-live071/index.m3u8
非凡新聞台,http://49.213.157.177:50007/4gtv-4gtv010/index.m3u8
非凡商業台,http://49.213.157.177:50007/4gtv-4gtv048/index.m3u8
台視財經台,http://49.213.157.177:50007/4gtv-4gtv056/index.m3u8
鏡電視新聞台,http://49.213.157.177:50007/li-4gtv-4gtv075/index.m3u8
東森新聞台,http://49.213.157.177:50007/li-4gtv-4gtv152/index.m3u8
民視新聞台,http://49.213.157.177:50007/li-litv-ftv13/index.m3u8
TVBS新聞,http://49.213.157.177:50007/li-4gtv-4gtv072/index.m3u8
東森財經新聞台,http://49.213.157.177:50007/li-4gtv-4gtv153/index.m3u8
中視新聞台,http://49.213.157.177:50007/4gtv-4gtv074/index.m3u8
中天新聞台,http://49.213.157.177:50007/li-4gtv-4gtv009/index.m3u8
寰宇新聞台,http://49.213.157.177:50007/li-litv-longturn14/index.m3u8
寰宇新聞台灣台,http://49.213.157.177:50007/li-4gtv-4gtv156/index.m3u8
寰宇財經台,http://49.213.157.177:50007/li-4gtv-4gtv158/index.m3u8
半島國際新聞台,http://49.213.157.177:50007/li-litv-ftv10/index.m3u8
VOA美國之音,http://49.213.157.177:50007/li-litv-ftv03/index.m3u8
台視新聞台,http://49.213.157.177:50007/li-4gtv-4gtv051/index.m3u8
第1商業台,http://49.213.157.177:50007/li-4gtv-4gtv104/index.m3u8
台視新聞台,http://49.213.157.177:50007/4gtv-4gtv051/index.m3u8
中視新聞台,http://49.213.157.177:50007/of-4gtv-4gtv074/index.m3u8
中天新聞台,http://49.213.157.177:50007/of-4gtv-4gtv009/index.m3u8
寰宇新聞台,http://49.213.157.177:50007/of-litv-longturn14/index.m3u8
寰宇新聞台灣台,http://49.213.157.177:50007/of-4gtv-4gtv156/index.m3u8
寰宇財經台,http://49.213.157.177:50007/of-4gtv-4gtv158/index.m3u8
第1商業台,http://49.213.157.177:50007/4gtv-4gtv104/index.m3u8
三立新聞iNEWS,http://49.213.157.177:50007/iNEWS/index.m3u8
倪珍播新聞,http://49.213.157.177:50007/nnews-zh/index.m3u8
倪珍英語新聞,http://49.213.157.177:50007/nnews-en/index.m3u8
倪珍越語新聞,http://49.213.157.177:50007/nnews-vn/index.m3u8
體育競技,#genre#
TRACE Sport Stars,http://49.213.157.177:50007/4gtv-4gtv077/index.m3u8
智林體育台,http://49.213.157.177:50007/4gtv-4gtv101/index.m3u8
時尚運動X,http://49.213.157.177:50007/4gtv-4gtv014/index.m3u8
車迷TV,http://49.213.157.177:50007/4gtv-live201/index.m3u8
Ginx TV 電競頻道,http://49.213.157.177:50007/4gtv-4gtv053/index.m3u8
博斯魅力台,http://49.213.157.177:50007/litv-longturn04/index.m3u8
博斯高球台,http://49.213.157.177:50007/litv-longturn05/index.m3u8
博斯高球二台,http://49.213.157.177:50007/litv-longturn06/index.m3u8
博斯運動一台,http://49.213.157.177:50007/litv-longturn07/index.m3u8
博斯運動二台,http://49.213.157.177:50007/litv-longturn08/index.m3u8
博斯網球台,http://49.213.157.177:50007/litv-longturn09/index.m3u8
博斯無限台,http://49.213.157.177:50007/litv-longturn10/index.m3u8
博斯無限二台,http://49.213.157.177:50007/litv-longturn13/index.m3u8
TRACE Sport Stars,http://49.213.157.177:50007/li-4gtv-4gtv077/index.m3u8
智林體育台,http://49.213.157.177:50007/li-4gtv-4gtv101/index.m3u8
時尚運動X,http://49.213.157.177:50007/li-4gtv-4gtv014/index.m3u8
Ginx TV 電競頻道,http://49.213.157.177:50007/li-4gtv-4gtv053/index.m3u8
紀實探索,#genre#
History 歷史頻道,http://49.213.157.177:50007/4gtv-live026/index.m3u8
CI 罪案偵查頻道,http://49.213.157.177:50007/4gtv-live027/index.m3u8
視納華仁紀實頻道,http://49.213.157.177:50007/4gtv-4gtv013/index.m3u8
影迷數位紀實台,http://49.213.157.177:50007/litv-ftv15/index.m3u8
視納華仁紀實頻道,http://49.213.157.177:50007/li-4gtv-4gtv013/index.m3u8
影迷數位紀實台,http://49.213.157.177:50007/li-litv-ftv15/index.m3u8
